Zip Code,Lat,Lng
20764,38.9,-76.5
20765,38.846,-76.548
20769,38.98,-76.81
20770,39.0,-76.88
20772,38.8,-76.8
20774,38.89,-76.77
20776,38.86,-76.64
20777,39.17,-76.97
20778,38.84,-76.56
20779,38.76,-76.58
20781,38.94,-76.94
20782,38.97,-76.97
20783,39.0,-76.97
20784,38.95,-76.9
20785,38.92,-76.89
20794,39.15,-76.8
20812,38.969,-77.142
20814,39.0,-77.11
20815,38.98,-77.08
20816,38.95,-77.12
20817,39.0,-77.16
20818,38.96,-77.15
20832,39.15,-77.08
20833,39.21,-77.05
20837,39.12,-77.43
20838,39.23,-77.36
20839,39.18,-77.41
20841,39.18,-77.33
20842,39.2,-77.4
20850,39.09,-77.19
20851,39.08,-77.12
20852,39.05,-77.12
20853,39.1,-77.1
20854,39.0,-77.2
20855,39.14,-77.13
20860,39.15,-77.03
20861,39.15,-77.0
20862,39.18,-77.02
20866,39.11,-76.92
20868,39.12,-76.96
20871,39.26,-77.29
20872,39.29,-77.22
20874,39.15,-77.29
20876,39.21,-77.24
20877,39.14,-77.18
20878,39.11,-77.25
20879,39.17,-77.18
20880,39.14,-77.174
20882,39.23,-77.15
20886,39.18,-77.19
20895,39.03,-77.08
20896,39.037,-77.093
20899,39.141,-77.22
20901,39.02,-77.01
20902,39.04,-77.04
20903,39.02,-76.98
20904,39.07,-76.98
20905,39.12,-76.99
20906,39.09,-77.06
20910,39.0,-77.04
20912,38.98,-77.0
21001,39.5,-76.2
21005,39.49,-76.14
21009,39.47,-76.29
21010,39.4,-76.3
21012,39.04,-76.5
21013,39.51,-76.48
21014,39.54,-76.35
21015,39.6,-76.3
21017,39.48,-76.24
21028,39.57,-76.23
21029,39.2,-76.95
21030,39.49,-76.66
21031,39.488,-76.657
21032,39.03,-76.61
21034,39.65,-76.22
21035,38.94,-76.64
21036,39.24,-77.0
21037,38.9,-76.5
21040,39.43,-76.29
21042,39.28,-76.9
21043,39.26,-76.8
21044,39.2,-76.88
21045,39.21,-76.83
21046,39.17,-76.84
21047,39.53,-76.45
21048,39.49,-76.91
21050,39.59,-76.39
21051,39.47,-76.45
21052,39.198,-76.444
21053,39.68,-76.72
21054,39.02,-76.66
21056,39.07,-76.43
21057,39.46,-76.51
21060,39.17,-76.58
21061,39.16,-76.64
21071,39.473,-76.815
21074,39.61,-76.85
21075,39.2,-76.75
21076,39.17,-76.72
21077,39.16,-76.7
21078,39.56,-76.17
21082,39.48,-76.49
21084,39.62,-76.46
21085,39.45,-76.35
21087,39.45,-76.42
21090,39.21,-76.67
21093,39.44,-76.64
21102,39.7,-76.8
21104,39.35,-76.91
21105,39.6,-76.7
21108,39.08,-76.62
21111,39.57,-76.59
21113,39.05,-76.71
21114,39.01,-76.68
21117,39.43,-76.8
21120,39.6,-76.7
21122,39.12,-76.51
21128,39.41,-76.44
21130,39.5,-76.2
21131,39.5,-76.57
21132,39.69,-76.42
21133,39.37,-76.81
21136,39.48,-76.8
21140,38.95,-76.59
21144,39.12,-76.69
21146,39.08,-76.57
21152,39.54,-76.68
21153,39.42,-76.71
21154,39.6,-76.4
21155,39.56,-76.8
21156,39.43,-76.4
21157,39.6,-77.0
21158,39.6,-77.0
21160,39.7,-76.32
21161,39.66,-76.57
21162,39.39,-76.4
21163,39.31,-76.89
21201,39.29,-76.62
21202,39.3,-76.61
21204,39.4,-76.63
21205,39.3,-76.57
21206,39.34,-76.54
21207,39.33,-76.71
21208,39.38,-76.72
21209,39.37,-76.68
21210,39.35,-76.63
21211,39.33,-76.64
21212,39.37,-76.62
21213,39.32,-76.57
21214,39.35,-76.56
21215,39.34,-76.69
21216,39.31,-76.67
21217,39.31,-76.64
21218,39.33,-76.6
21219,39.24,-76.43
21220,39.34,-76.4
21221,39.29,-76.44
21222,39.26,-76.5
21223,39.28,-76.65
21224,39.28,-76.53
21225,39.23,-76.61
21226,39.2,-76.56
21227,39.24,-76.67
21228,39.27,-76.75
21229,39.28,-76.69
21230,39.26,-76.62
21231,39.29,-76.59
21234,39.39,-76.53
21236,39.39,-76.49
21237,39.34,-76.49
21239,39.37,-76.59
21240,39.17,-76.67
21244,39.33,-76.78
21250,39.253,-76.715
21251,39.346,-76.584
21252,39.3931,-76.605
21286,39.41,-76.57
21401,38.99,-76.54
21402,38.985,-76.488
21403,38.94,-76.49
21405,39.03,-76.55
21409,39.02,-76.45
21502,39.6,-78.8
21520,39.6,-79.3
21521,39.54,-79.05
21522,39.6,-79.24
21523,39.48,-79.09
21524,39.6,-78.8
21529,39.72,-78.79
21530,39.7,-78.5
21531,39.6,-79.4
21532,39.6,-79.0
21536,39.6,-79.2
21538,39.4,-79.21
21539,39.6,-79.0
21540,39.476,-79.061
21541,39.55,-79.36
21542,39.6,-78.9
21543,39.6,-78.9
21545,39.69,-78.86
21550,39.4,-79.4
21555,39.6,-78.6
21557,39.51,-78.93
21561,39.5,-79.2
21562,39.49,-79.03
21601,38.8,-76.0
21607,39.14,-75.86
21610,39.36,-76.08
21612,38.74,-76.27
21613,38.6,-76.1
21617,39.1,-76.0
21619,38.94,-76.28
21620,39.2,-76.1
21622,38.4,-76.2
21623,39.13,-75.96
21624,38.837,-76.279
21625,38.87,-75.99
21626,38.33,-76.08
21627,38.3,-76.2
21628,39.23,-75.92
21629,38.8,-75.8
21631,38.59,-75.94
21632,38.7,-75.8
21634,38.29,-76.18
21635,39.32,-75.83
21636,39.02,-75.81
21638,38.94,-76.21
21639,38.96,-75.8
21640,39.07,-75.82
21641,38.9,-75.8
21643,38.64,-75.87
21644,39.11,-75.87
21645,39.32,-75.97
21647,38.8,-76.29
21648,38.49,-76.24
21649,39.14,-75.78
21650,39.32,-75.81
21651,39.3,-75.9
21652,38.725,-76.285
21653,38.754,-76.175
21654,38.69,-76.12
21655,38.75,-75.93
21657,38.96,-75.99
21658,38.9,-76.1
21659,38.6,-75.8
21660,38.96,-75.89
21661,39.1,-76.2
21662,38.72,-76.21
21663,38.8,-76.23
21664,38.608,-75.948
21665,38.75,-76.34
21666,38.9,-76.3
21667,39.34,-76.06
21668,39.2,-75.9
21669,38.46,-76.29
21671,38.7,-76.33
21672,38.27,-76.07
21673,38.7,-76.1
21675,38.29,-76.08
21676,38.79,-76.31
21677,38.49,-76.19
21678,39.31,-76.1
21679,38.92,-76.09
21701,39.46,-77.34
21702,39.5,-77.5
21703,39.36,-77.46
21704,39.34,-77.38
21705,39.46,-77.34
21710,39.29,-77.45
21711,39.66,-78.02
21713,39.51,-77.68
21714,39.42,-77.502
21716,39.32,-77.62
21717,39.337,-77.426
21718,39.391,-77.628
21719,39.7,-77.49
21722,39.7,-77.9
21723,39.34,-77.0
21727,39.68,-77.34
21733,39.54,-77.76
21734,39.6,-77.7
21737,39.26,-77.01
21738,39.29,-77.03
21740,39.6,-77.7
21742,39.66,-77.65
21746,39.6,-77.7
21750,39.7,-78.2
21754,39.34,-77.31
21755,39.35,-77.56
21756,39.45,-77.7
21757,39.6,-77.25
21758,39.36,-77.66
21762,39.485,-77.246
21766,39.6,-78.4
21767,39.699,-77.748
21769,39.44,-77.57
21770,39.35,-77.25
21771,39.4,-77.2
21773,39.54,-77.56
21774,39.4,-77.29
21776,39.52,-77.1
21777,39.28,-77.53
21778,39.61,-77.33
21779,39.43,-77.66
21780,39.68,-77.47
21781,39.55,-77.76
21782,39.4,-77.8
21783,39.65,-77.56
21784,39.4,-77.0
21787,39.7,-77.2
21788,39.6,-77.4
21790,39.27,-77.5
21791,39.5,-77.2
21793,39.49,-77.34
21794,39.3,-76.97
21795,39.59,-77.82
21797,39.3,-77.1
21798,39.54,-77.29
21801,38.38,-75.64
21802,38.3,-75.5
21804,38.35,-75.53
21810,38.3,-75.7
21811,38.3,-75.2
21813,38.4,-75.2
21814,38.29,-75.89
21817,37.98,-75.85
21821,38.16,-75.92
21822,38.3,-75.6
21824,37.98,-76.04
21826,38.32,-75.62
21829,38.1,-75.39
21830,38.4,-75.7
21835,38.54,-75.95
21837,38.5,-75.8
21838,38.0,-75.7
21840,38.26,-75.89
21841,38.25,-75.3
21842,38.2,-75.2
21849,38.4,-75.5
21850,38.4,-75.4
21851,38.1,-75.5
21853,38.2,-75.7
21856,38.32,-75.8
21861,38.55,-75.71
21862,38.4,-75.23
21863,38.2,-75.4
21864,38.04,-75.4
21865,38.29,-75.85
21866,38.0,-76.0
21867,38.103,-75.786
21869,38.4,-75.9
21871,38.1,-75.7
21872,38.41,-75.29
21874,38.38,-75.36
21875,38.4,-75.6
21890,38.121,-75.707
21901,39.6,-76.0
21902,39.554,-76.073
21903,39.58,-76.04
21904,39.63,-76.07
21911,39.7,-76.1
21912,39.43,-75.83
21913,39.406,-75.868
21914,39.57,-75.98
21915,39.5,-75.85
21916,39.6,-75.9
21917,39.67,-76.1
21918,39.68,-76.17
21919,39.42,-75.95
21920,39.6,-75.9
21921,39.6,-75.9
21930,39.4,-75.9
22003,38.83,-77.21
22015,38.79,-77.29
22025,38.6,-77.34
22026,38.57,-77.29
22027,38.9,-77.22
22030,38.84,-77.34
22031,38.86,-77.26
22032,38.82,-77.29
22033,38.88,-77.38
22035,38.856,-77.362
22039,38.76,-77.31
22041,38.85,-77.14
22042,38.87,-77.19
22043,38.9,-77.19
22044,38.86,-77.15
22046,38.89,-77.18
22060,38.7,-77.16
22066,39.0,-77.31
22079,38.68,-77.21
22101,38.94,-77.16
22102,38.93,-77.23
22124,38.89,-77.33
22125,38.684,-77.26
22134,38.52,-77.32
22150,38.77,-77.19
22151,38.8,-77.21
22152,38.78,-77.23
22153,38.74,-77.23
22172,38.56,-77.38
22180,38.9,-77.25
22181,38.9,-77.29
22182,38.94,-77.27
22185,38.9,-77.25
22191,38.62,-77.27
22192,38.68,-77.32
22193,38.64,-77.35
22201,38.89,-77.1
22202,38.86,-77.05
22203,38.87,-77.12
22204,38.86,-77.1
22205,38.88,-77.14
22206,38.84,-77.09
22207,38.91,-77.12
22209,38.89,-77.08
22211,38.88,-77.07
22213,38.9,-77.16
22214,38.874,-77.08
22301,38.82,-77.06
22302,38.83,-77.09
22303,38.79,-77.08
22304,38.81,-77.13
22305,38.84,-77.06
22306,38.76,-77.09
22307,38.77,-77.06
22308,38.75,-77.06
22309,38.72,-77.1
22310,38.78,-77.12
22311,38.84,-77.12
22312,38.82,-77.15
22314,38.81,-77.07
22315,38.75,-77.15
22401,38.3,-77.49
22405,38.32,-77.41
22406,38.4,-77.5
22407,38.3,-77.6
22408,38.2,-77.4
22427,38.1,-77.3
22432,37.87,-76.35
22433,38.35,-77.87
22435,37.97,-76.58
22436,38.0,-77.1
22437,37.77,-76.82
22438,38.05,-77.0
22443,38.2,-77.0
22448,38.34,-77.03
22454,37.84,-76.85
22460,37.9,-76.6
22469,38.1,-76.7
22473,37.9,-76.4
22476,38.04,-77.07
22480,37.68,-76.41
22482,37.74,-76.34
22485,38.3,-77.2
22488,38.05,-76.58
22503,37.8,-76.5
22504,37.76,-76.73
22508,38.3,-77.8
22509,38.11,-77.07
22511,37.99,-76.49
22514,38.0,-77.2
22520,38.1,-76.8
22529,38.1,-76.7
22530,37.9,-76.4
22534,38.08,-77.68
22535,38.13,-77.17
22538,38.2,-77.27
22539,37.85,-76.29
22542,38.3,-77.9
22546,37.9,-77.4
22548,38.0,-76.8
22551,38.2,-77.7
22553,38.3,-77.6
22554,38.4,-77.4
22556,38.5,-77.5
22560,37.9,-77.0
22567,38.23,-77.92
22572,38.0,-76.8
22576,37.69,-76.43
22578,37.66,-76.36
22579,37.8,-76.33
22580,38.1,-77.4
22601,39.17,-78.17
22602,39.2,-78.3
22603,39.3,-78.2
22610,38.8,-78.3
22611,39.2,-78.0
22620,39.1,-78.0
22623,38.84,-78.15
22624,39.27,-78.08
22625,39.4,-78.3
22627,38.77,-78.08
22630,38.9,-78.2
22637,39.3,-78.4
22639,38.82,-78.05
22640,38.81,-78.12
22641,39.09,-78.39
22642,38.9,-78.0
22643,38.9,-77.99
22644,39.0,-78.5
22645,39.02,-78.27
22646,39.1,-78.0
22650,38.77,-78.36
22652,38.8,-78.4
22654,39.06,-78.46
22655,39.06,-78.23
22656,39.22,-78.09
22657,39.0,-78.4
22660,38.95,-78.43
22663,39.06,-78.11
22664,38.89,-78.53
22701,38.4,-78.0
22709,38.33,-78.22
22711,38.4,-78.3
22712,38.5,-77.8
22713,38.55,-78.14
22714,38.51,-77.9
22715,38.41,-78.18
22716,38.63,-78.1
22718,38.48,-77.82
22719,38.52,-78.28
22720,38.47,-77.64
22722,38.46,-78.23
22723,38.34,-78.39
22724,38.63,-77.9
22726,38.4,-77.81
22727,38.5,-78.3
22728,38.6,-77.7
22729,38.38,-78.01
22730,38.37,-78.17
22731,38.35,-78.26
22732,38.32,-78.19
22733,38.3,-78.0
22734,38.54,-77.83
22735,38.47,-78.18
22736,38.39,-77.69
22737,38.6,-78.0
22738,38.29,-78.28
22740,38.6,-78.3
22741,38.44,-77.87
22742,38.46,-77.72
22743,38.49,-78.31
22747,38.7,-78.2
22749,38.62,-78.18
22801,38.41,-78.86
22802,38.5,-78.9
22807,38.43,-78.87
22810,38.83,-78.79
22811,38.79,-78.96
22812,38.37,-79.03
22815,38.7,-78.8
22820,38.72,-79.01
22821,38.5,-79.1
22824,38.8,-78.7
22827,38.4,-78.6
22830,38.6,-79.0
22831,38.6,-79.1
22832,38.45,-78.75
22834,38.56,-78.87
22835,38.7,-78.5
22840,38.38,-78.75
22841,38.33,-78.89
22842,38.8,-78.7
22843,38.4,-79.2
22844,38.7,-78.7
22845,38.79,-78.83
22846,38.38,-78.79
22847,38.73,-78.71
22849,38.53,-78.62
22850,38.57,-78.93
22851,38.5,-78.5
22853,38.66,-78.76
22901,38.1,-78.6
22902,38.0,-78.5
22903,38.0,-78.6
22904,38.033,-78.516
22911,38.1,-78.4
22920,37.98,-78.79
22922,37.68,-78.92
22923,38.2,-78.3
22931,37.9,-78.72
22932,38.2,-78.7
22935,38.27,-78.54
22936,38.16,-78.51
22937,37.8,-78.6
22938,37.9,-78.8
22939,38.1,-78.97
22940,38.2,-78.6
22942,38.1,-78.2
22943,38.03,-78.76
22946,37.85,-78.56
22947,38.0,-78.3
22948,38.36,-78.13
22949,37.79,-78.88
22952,38.0,-79.0
22958,37.9,-78.87
22959,37.93,-78.64
22960,38.2,-78.1
22963,37.8,-78.3
22964,37.71,-79.01
22967,37.9,-79.0
22968,38.25,-78.39
22969,37.8,-78.7
22971,37.7,-78.8
22972,38.22,-78.24
22973,38.3,-78.5
22974,37.98,-78.27
22976,37.86,-79.03
22980,38.1,-78.9
22989,38.2,-78.0
23002,37.3,-78.0
23004,37.68,-78.41
23005,37.8,-77.5
23009,37.8,-77.2
23011,37.47,-76.82
23015,37.9,-77.6
23021,37.39,-76.36
23022,37.74,-78.24
23023,37.78,-76.98
23024,37.9,-77.8
23025,37.41,-76.37
23027,37.7,-78.1
23030,37.4,-77.1
23032,37.66,-76.69
23035,37.49,-76.37
23038,37.7,-78.1
23039,37.66,-77.81
23040,37.5,-78.3
23043,37.55,-76.34
23045,37.44,-76.27
23047,37.9,-77.5
23050,37.49,-76.43
23055,37.79,-78.22
23056,37.41,-76.38
23059,37.7,-77.5
23060,37.66,-77.53
23061,37.5,-76.6
23062,37.26,-76.49
23063,37.7,-78.0
23064,37.497,-76.299
23065,37.79,-77.92
23066,37.507,-76.286
23068,37.497,-76.344
23069,37.8,-77.3
23070,37.56,-76.39
23071,37.54,-76.46
23072,37.3,-76.5
23075,37.55,-77.32
23076,37.49,-76.3
23079,37.73,-76.68
23083,37.32,-78.12
23084,37.88,-78.09
23085,37.71,-76.83
23086,37.7,-77.1
23089,37.5,-76.9
23091,37.64,-76.79
23092,37.59,-76.5
23093,38.0,-78.1
23102,37.71,-77.83
23103,37.65,-77.72
23106,37.73,-77.22
23108,37.65,-76.73
23109,37.43,-76.32
23110,37.57,-76.78
23111,37.6,-77.3
23112,37.44,-77.68
23113,37.55,-77.67
23114,37.49,-77.66
23115,37.9,-77.0
23116,37.7,-77.3
23117,38.0,-77.9
23119,37.45,-76.28
23120,37.41,-77.78
23123,37.65,-78.31
23124,37.5,-77.1
23125,37.33,-76.28
23126,37.92,-77.14
23128,37.46,-76.43
23129,37.69,-77.78
23130,37.4,-76.26
23138,37.38,-76.3
23139,37.6,-77.9
23140,37.4,-77.1
23141,37.53,-77.16
23146,37.72,-77.71
23148,37.85,-77.07
23149,37.6,-76.6
23150,37.51,-77.26
23153,37.78,-77.93
23156,37.5,-76.7
23160,37.639,-77.832
23161,37.72,-76.95
23163,37.35,-76.3
23168,37.39,-76.82
23169,37.59,-76.44
23173,37.576,-77.542
23175,37.66,-76.62
23176,37.57,-76.42
23177,37.74,-77.02
23180,37.71,-76.64
23181,37.6,-76.9
23185,37.2,-76.7
23187,37.2,-76.7
23188,37.3,-76.7
23192,37.8,-77.7
23219,37.54,-77.46
23220,37.55,-77.46
23221,37.55,-77.49
23222,37.58,-77.42
23223,37.56,-77.37
23224,37.5,-77.48
23225,37.52,-77.5
23226,37.58,-77.52
23227,37.61,-77.44
23228,37.63,-77.5
23229,37.59,-77.57
23230,37.59,-77.49
23231,37.4,-77.3
23233,37.65,-77.62
23234,37.47,-77.47
23235,37.54,-77.57
23236,37.47,-77.59
23237,37.42,-77.44
23238,37.6,-77.64
23250,37.51,-77.33
23294,37.63,-77.56
23301,37.7,-75.65
23302,37.87,-75.535
23303,37.91,-75.51
23304,37.0,-76.7
23306,37.58,-75.87
23307,37.43,-75.87
23308,37.8,-75.6
23310,37.3,-75.8
23313,37.207,-75.956
23314,36.96,-76.54
23315,36.74,-76.84
23316,37.29,-75.972
23320,36.76,-76.2
23321,36.81,-76.41
23322,36.6,-76.3
23323,36.7,-76.4
23324,36.8,-76.28
23325,36.81,-76.24
23336,37.9,-75.3
23337,37.9,-75.5
23347,37.35,-75.939
23350,37.5,-75.88
23354,37.47,-75.9
23356,38.0,-75.41
23357,37.78,-75.69
23358,37.65,-75.88
23359,37.9,-75.6
23389,37.664,-75.83
23395,37.97,-75.45
23398,37.517,-75.927
23401,37.62,-75.7644
23405,37.42,-75.89
23407,37.848,-75.566
23408,37.46,-75.84
23409,37.88,-75.65
23410,37.6,-75.7
23413,37.473,-75.861
23414,37.819,-75.586
23415,38.0,-75.5
23416,37.94,-75.59
23417,37.8,-75.8
23418,37.67,-75.68
23420,37.6,-75.8
23421,37.76,-75.63
23422,37.635,-75.813
23423,37.552,-75.735
23426,37.93,-75.67
23427,37.926,-75.721
23430,37.0,-76.7
23432,36.88,-76.55
23433,36.91,-76.49
23434,36.7,-76.6
23435,36.84,-76.48
23436,36.89,-76.51
23437,36.6,-76.8
23438,36.6,-76.7
23440,37.9,-76.0
23441,37.7087,-75.7048
23442,37.89,-75.57
23451,36.86,-76.03
23452,36.85,-76.1
23453,36.78,-76.08
23454,36.8,-76.0
23455,36.91,-76.14
23456,36.7,-76.0
23457,36.6,-76.0
23459,36.92,-76.02
23460,36.81,-76.03
23461,36.78,-75.96
23462,36.84,-76.15
23464,36.8,-76.18
23480,37.605,-75.689
23486,37.5156,-75.8061
23487,36.8,-76.7
23488,37.95,-75.59
23502,36.86,-76.21
23503,36.95,-76.26
23504,36.86,-76.26
23505,36.93,-76.29
23507,36.87,-76.31
23508,36.89,-76.31
23509,36.88,-76.26
23510,36.85,-76.29
23511,36.94,-76.3
23513,36.89,-76.23
23517,36.87,-76.29
23518,36.91,-76.22
23523,36.83,-76.27
23551,36.922,-76.303
23601,37.06,-76.46
23602,37.12,-76.52
23603,37.2,-76.58
23604,37.12,-76.59
23605,37.02,-76.44
23606,37.07,-76.49
23607,36.98,-76.42
23608,37.15,-76.55
23651,37.02,-76.31
23661,37.01,-76.39
23662,37.13,-76.35
23663,37.03,-76.32
23664,37.05,-76.29
23665,37.09,-76.37
23666,37.06,-76.41
23669,37.05,-76.35
23690,37.22,-76.53
23691,37.25,-76.56
23692,37.19,-76.47
23693,37.12,-76.45
23696,37.2,-76.42
23701,36.82,-76.37
23702,36.8,-76.33
23703,36.88,-76.38
23704,36.83,-76.32
23707,36.84,-76.34
23708,36.846,-76.308
23709,36.816,-76.305
23801,37.24,-77.34
23803,37.2,-77.5
23805,37.1,-77.4
23806,37.238,-77.42
23821,36.9,-77.9
23824,37.1,-78.0
23827,36.61,-77.21
23828,36.6,-77.29
23829,36.7,-77.2
23830,37.0,-77.4
23831,37.34,-77.45
23832,37.4,-77.6
23833,37.2,-77.7
23834,37.29,-77.4
23836,37.36,-77.33
23837,36.8,-77.1
23838,37.3,-77.6
23839,37.08,-76.92
23840,37.0,-77.7
23841,37.0,-77.6
23842,37.1,-77.2
23843,36.85,-77.81
23844,36.66,-77.32
23845,36.58,-78.0
23846,37.06,-76.84
23847,36.7,-77.5
23850,37.2,-77.7
23851,36.7,-77.0
23856,36.8,-77.7
23857,36.58,-77.89
23860,37.3,-77.2
23866,36.9,-76.9
23867,36.8,-77.5
23868,36.7,-77.8
23872,37.0,-77.7
23874,36.61,-77.11
23875,37.2,-77.3
23876,36.9,-77.8
23878,36.82,-77.03
23879,36.6,-77.59
23881,37.2,-77.0
23882,36.9,-77.4
23883,37.1,-76.8
23884,37.0,-77.1
23885,37.19,-77.59
23887,36.57,-77.81
23888,37.0,-77.0
23889,36.89,-77.75
23890,37.0,-77.1
23891,37.04,-77.22
23893,36.62,-77.93
23894,37.13,-77.84
23897,36.83,-77.28
23898,36.84,-76.87
23899,37.2,-77.0
23901,37.3,-78.4
23909,37.3011,-78.3948
23915,36.7,-78.3
23917,36.7,-78.4
23919,36.6,-78.1
23920,36.7,-78.0
23921,37.6,-78.7
23922,37.2,-78.2
23923,37.1,-78.6
23924,36.8,-78.4
23927,36.6,-78.5
23930,37.2,-78.1
23934,37.16,-78.63
23936,37.5,-78.5
23937,36.9,-78.5
23938,36.9,-78.0
23942,37.1,-78.3
23943,37.2424,-78.4603
23944,36.9,-78.2
23947,37.0,-78.4
23950,36.7,-78.1
23952,36.92,-78.29
23954,37.1,-78.4
23958,37.3,-78.6
23959,37.11,-78.8
23960,37.33,-78.56
23962,36.9,-78.7
23963,37.2,-78.81
23964,36.8,-78.6
23966,37.3,-78.3
23967,36.93,-78.63
23968,36.72,-78.51
23970,36.7,-78.2
23974,37.0,-78.3
23976,36.85,-78.58
24011,37.27,-79.943
24012,37.32,-79.9
24013,37.27,-79.92
24014,37.22,-79.91
24015,37.25,-79.98
24016,37.27,-79.96
24017,37.3,-79.99
24018,37.21,-80.04
24019,37.35,-79.96
24020,37.36,-79.94
24053,36.6,-80.5
24054,36.7,-79.7
24055,36.7,-80.0
24058,37.189,-80.61
24059,37.16,-80.12
24060,37.3,-80.4
24064,37.37,-79.78
24065,37.1,-80.0
24066,37.6,-79.7
24067,37.0,-80.1
24069,36.6,-79.61
24070,37.4,-80.2
24072,37.05,-80.23
24073,37.1,-80.4
24076,36.6,-80.4
24077,37.37,-79.9
24078,36.72,-79.91
24079,37.05,-80.16
24082,36.63,-80.13
24083,37.41,-79.92
24084,37.1,-80.9
24085,37.7,-79.9
24086,37.27,-80.64
24087,37.2,-80.3
24088,36.9,-80.1
24089,36.71,-79.97
24090,37.5,-79.9
24091,36.9,-80.3
24092,37.0,-79.76
24093,37.377,-80.852
24095,37.21,-79.75
24101,37.2,-79.8
24102,36.84,-80.0
24104,37.2,-79.5
24105,36.9,-80.6
24112,36.7,-79.9
24120,36.7,-80.4
24121,37.2,-79.6
24122,37.42,-79.69
24124,37.3,-80.9
24127,37.5,-80.2
24128,37.3,-80.5
24130,37.618,-79.985
24131,37.57,-80.24
24132,37.21,-80.62
24133,36.7,-80.1
24134,37.3,-80.8
24136,37.34,-80.59
24137,36.9,-79.7
24138,37.04,-80.32
24139,37.0,-79.47
24141,37.1,-80.6
24142,37.139,-80.551
24147,37.4,-80.84
24148,36.6,-79.9
24149,37.02,-80.44
24150,37.4,-80.6
24151,37.0,-79.9
24153,37.3,-80.1
24161,36.98,-79.53
24162,37.12,-80.25
24165,36.59,-80.05
24167,37.25,-80.76
24168,36.74,-79.95
24171,36.7,-80.2
24174,37.35,-79.66
24175,37.4,-79.9
24176,37.01,-79.69
24179,37.3,-79.8
24184,37.1,-79.8
24185,36.81,-80.27
24201,36.61,-82.17
24202,36.7,-82.2
24210,36.8,-82.0
24211,36.7,-82.0
24216,37.0,-82.8
24217,37.12,-82.2
24219,36.8,-82.8
24220,37.13,-82.24
24221,36.6,-83.0
24224,36.9,-82.3
24225,37.0,-82.1
24226,37.14,-82.33
24228,37.2,-82.4
24230,37.0,-82.5
24236,36.7,-81.7
24237,37.1,-82.3
24239,37.1,-82.14
24243,36.78,-82.93
24244,36.7,-82.8
24245,36.8,-82.5
24246,36.8,-82.8
24248,36.6,-83.5
24250,36.76,-82.6
24251,36.7,-82.6
24256,37.2,-82.3
24258,36.65,-82.4
24260,37.0,-82.0
24263,36.7,-83.1
24265,36.84,-82.94
24266,36.9,-82.1
24269,37.08,-82.38
24270,36.73,-82.25
24271,36.8,-82.4
24272,37.02,-82.33
24273,37.0,-82.6
24277,36.8,-83.0
24279,37.1,-82.6
24280,36.97,-81.93
24281,36.65,-83.32
24282,36.82,-83.06
24283,36.94,-82.35
24290,36.62,-82.57
24292,36.62,-81.59
24293,37.02,-82.57
24301,37.1,-80.8
24311,36.87,-81.38
24312,36.83,-80.87
24313,36.91,-80.8
24314,37.2,-81.2
24315,37.1,-81.1
24316,36.95,-81.66
24317,36.61,-80.67
24318,37.0,-81.4
24319,36.8,-81.6
24322,36.8,-81.11
24323,36.87,-81.19
24324,36.97,-80.81
24325,36.8,-80.6
24326,36.7,-81.2
24328,36.7,-80.7
24330,36.72,-81.03
24333,36.7,-80.9
24340,36.8,-81.8
24343,36.8,-80.7
24347,36.9,-80.7
24348,36.6,-81.2
24350,36.81,-81.01
24351,36.58,-80.77
24352,36.7,-80.53
24354,36.8,-81.5
24360,36.9,-80.9
24361,36.8,-81.8
24363,36.6,-81.4
24366,37.2,-81.1
24368,36.9,-81.3
24370,36.9,-81.7
24374,36.79,-81.19
24375,36.8,-81.4
24377,37.0,-81.6
24378,36.7,-81.5
24380,36.9,-80.5
24381,36.7,-80.8
24382,37.0,-81.1
24401,38.1,-79.1
24411,38.1,-79.3
24412,38.056,-79.842
24413,38.54,-79.59
24415,37.88,-79.29
24416,37.7,-79.4
24421,38.3,-79.2
24422,37.9,-79.7
24426,37.8,-80.1
24430,38.08,-79.36
24431,38.17,-78.84
24432,38.2,-79.4
24433,38.4,-79.47
24435,37.87,-79.28
24437,38.21,-78.93
24439,38.0,-79.5
24440,37.99,-79.17
24441,38.24,-78.82
24442,38.3,-79.4
24445,38.0,-79.9
24448,37.8,-79.7
24450,37.8,-79.5
24457,37.8,-79.87
24458,38.3,-79.5
24459,38.0,-79.3
24460,38.0,-79.6
24464,37.86,-79.09
24465,38.4,-79.6
24467,38.26,-78.96
24471,38.31,-78.81
24472,37.9,-79.2
24473,37.92,-79.42
24474,37.8,-80.0
24476,37.97,-79.22
24477,38.01,-79.03
24479,38.2,-79.3
24482,38.2,-78.99
24483,37.8,-79.2
24484,38.1,-79.8
24485,38.3,-79.3
24486,38.29,-78.94
24487,38.2,-79.6
24501,37.3,-79.2
24502,37.36,-79.21
24503,37.5,-79.2
24504,37.37,-79.07
24517,37.14,-79.24
24520,36.6,-79.0
24521,37.6,-79.1
24522,37.4,-78.8
24523,37.3,-79.5
24526,37.5,-79.4
24527,36.72,-79.34
24528,37.1,-78.9
24529,36.62,-78.64
24530,36.8,-79.62
24531,36.8,-79.4
24534,36.9,-78.8
24536,37.49,-79.32
24538,37.3,-79.0
24539,36.86,-78.91
24540,36.6,-79.4
24541,36.6,-79.5
24549,36.7,-79.5
24550,37.25,-79.27
