Zip Code,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Total No HS Diploma,Total HS Diploma,Total Some College,Total College Degrees,Degree Rate,Average Student Debt,Total educational attainment over 25,Lat,Lng
32643,10443,42.5,50561,23725,1783,17.07363784,807,2235,1672,2527,34.89849468,,7241,29.8,-82.7
21776,5165,46.4,92853,37923,149,2.884801549,284,1290,797,1271,34.89840747,,3642,39.52,-77.1
96783,2149,40.4,31705,17613,468,21.77757096,220,460,279,514,34.89477257,,1473,19.84,-155.1
99206,36010,37,49491,25306,4889,13.57678423,1665,6780,7289,8433,34.89469111,,24167,47.6,-117.2
4348,3084,48.2,50580,28475,402,13.03501946,244,828,471,827,34.89451477,,2370,44.2,-69.5
85209,40423,43.8,55136,26490,3238,8.010291171,2460,8157,7747,9842,34.89328512,,28206,33.38,-111.64
66409,2988,49.6,76538,39968,113,3.781793842,98,771,598,786,34.88681758,,2253,38.9,-95.5
21078,18417,43.7,65344,34416,1977,10.73464734,1521,4166,2784,4538,34.88354216,,13009,39.56,-76.17
77880,1637,48.8,38672,25386,294,17.95968235,227,341,147,383,34.88160291,,1098,30.3,-96.2
41042,49747,36.4,53637,26282,5629,11.31525519,3068,10835,7566,11498,34.87730154,,32967,38.99,-84.65
77493,23628,32.9,78452,28932,2703,11.43981717,2100,3469,3969,5108,34.87641677,,14646,29.85,-95.84
52623,1966,41.1,53571,23511,73,3.713123093,75,522,277,468,34.8733234,,1342,40.86,-91.35
51055,1396,33.5,59643,27044,109,7.808022923,30,298,223,295,34.86997636,,846,42.2,-96.3
5764,3442,34.4,42285,21741,436,12.66705404,197,765,353,704,34.8687469,,2019,43.5,-73.2
57050,224,47,39722,31346,37,16.51785714,14,60,25,53,34.86842105,,152,44.1,-97
98108,24026,35.3,52232,24049,4420,18.39673687,3876,3227,3477,5664,34.86825905,,16244,47.54,-122.31
21090,9986,43.7,71938,33640,792,7.931103545,847,2157,1382,2348,34.86783487,,6734,39.21,-76.67
10308,28939,42.6,88075,38275,1517,5.242060887,1822,7804,3815,7192,34.85678282,,20633,40.55,-74.14
29710,29485,38.9,55525,27080,3521,11.94166525,2585,6153,4087,6861,34.85217921,,19686,35.1,-81.2
96817,55812,44.9,52532,26985,8512,15.25120046,8836,11025,6810,14268,34.85185276,,40939,21.34,-157.84
43615,39363,35.9,38409,25036,8179,20.77839596,2755,7821,6177,8962,34.85125413,,25715,41.65,-83.67
30083,52056,32.6,41179,18916,11444,21.98401721,3572,8296,9242,11292,34.84970064,,32402,33.79,-84.2
6277,3999,42.7,70625,35940,199,4.976244061,194,1100,568,996,34.84954514,,2858,41.98,-71.86
32780,34562,45.7,42472,25171,5382,15.57201551,2160,7416,6653,8679,34.84422675,,24908,28.54,-80.85
27572,6818,43.7,70922,34176,405,5.940158404,491,1770,926,1704,34.83950112,,4891,36.3,-78.9
18437,179,54.9,30000,20454,49,27.37430168,13,69,19,54,34.83870968,,155,41.86,-75.31
82324,197,38.3,64554,27615,0,0,1,43,57,54,34.83870968,,155,41.6,-106.4
4210,23040,40.5,45449,27064,3381,14.67447917,1540,5506,3394,5581,34.83552837,,16021,44.1,-70.2
76077,477,58.5,91875,40935,52,10.90146751,59,42,116,116,34.83483483,,333,32.28,-97.7
72916,7521,40.5,66563,36670,386,5.132296237,438,1458,1554,1844,34.83188515,,5294,35.27,-94.37
30725,3638,48,50576,26226,342,9.400769654,288,1095,417,962,34.82983345,,2762,34.93,-85.36
84747,1093,28.7,49076,17762,167,15.27904849,26,156,196,202,34.82758621,,580,38.4,-111.7
95121,37699,35.7,82001,26585,4693,12.44860606,6117,5327,4936,8753,34.82672184,,25133,37.3,-121.81
7847,1303,46.8,80455,34114,180,13.81427475,121,339,167,335,34.82328482,,962,40.89,-74.62
49715,3103,41.2,51821,23604,283,9.120206252,221,608,571,748,34.82309125,,2148,46.4,-84.8
61019,3354,53.2,58165,27311,253,7.543231962,184,875,560,865,34.82286634,,2484,42.4,-89.4
55350,18102,39.5,53249,27633,1199,6.623577505,847,4223,2900,4258,34.82172064,,12228,44.9,-94.4
83813,840,34.5,72818,24103,0,0,120,114,131,195,34.82142857,,560,48.1,-116.6
12723,2196,43.2,58102,25249,257,11.70309654,154,519,351,547,34.81858689,,1571,41.78,-75.03
93453,3575,42.5,58190,29267,459,12.83916084,141,615,781,821,34.81764207,,2358,35.3,-120.1
68856,547,42.4,47083,25877,77,14.07678245,25,144,80,133,34.81675393,,382,41.4,-99.9
14055,1534,43.8,50673,25226,85,5.5410691,96,442,136,360,34.81624758,,1034,42.55,-78.61
89042,1581,31.3,42378,29801,216,13.66223909,86,331,184,321,34.81561822,,922,37.7,-114.3
18415,1075,57.7,43802,28885,115,10.69767442,152,342,122,329,34.81481481,,945,41.75,-75.11
8012,39703,38.7,70982,30112,2510,6.321940408,2364,8520,6692,9387,34.81437525,,26963,39.78,-75.05
95688,34599,38.4,79452,35759,3481,10.06098442,2677,5256,6977,7962,34.81112277,,22872,38.4,-122
42122,4360,43.3,75788,30165,394,9.036697248,219,1080,776,1108,34.80992774,,3183,36.86,-86.35
90013,10256,43.2,20271,24579,4809,46.88962559,2159,1923,1896,3192,34.80916031,,9170,34.05,-118.24
95020,58246,33.4,81037,29889,8371,14.37180236,8368,7233,7686,12434,34.80865597,,35721,37,-121.5
54820,694,49.8,51000,25804,59,8.501440922,36,193,110,181,34.80769231,,520,46.6,-91.6
57239,257,65,82857,31437,14,5.447470817,43,61,14,63,34.80662983,,181,45.5,-97.3
78870,977,35.4,37500,19452,243,24.87205732,146,156,97,213,34.80392157,,612,29.3,-99.6
97029,295,46.5,65833,26768,34,11.52542373,1,78,54,71,34.80392157,,204,45.3,-120.7
97366,1301,58.8,53135,36010,65,4.996156802,63,202,415,363,34.80345158,,1043,44.58,-124.05
75069,34471,35.4,45907,26614,6695,19.42212294,4080,5897,4356,7651,34.8025837,,21984,33.18,-96.59
58730,1286,55.3,56417,34823,61,4.743390358,101,349,260,379,34.80257117,,1089,48.8,-103.2
83246,881,48.3,66875,29728,65,7.377979569,85,195,149,229,34.80243161,,658,42.5,-112
89123,58991,37,59629,28796,5464,9.262429862,4278,11642,10470,14086,34.80086965,,40476,36.04,-115.15
52742,7830,42.7,64625,28712,639,8.16091954,278,1814,1363,1844,34.79901868,,5299,41.8,-90.5
68065,1484,44.8,57750,26860,172,11.5902965,61,431,205,372,34.79887746,,1069,41.1,-96.9
73026,11224,45,67099,35768,708,6.307911618,903,2314,1934,2749,34.79746835,,7900,35.2,-97.3
32033,4679,44,49257,26529,910,19.44860013,299,982,846,1135,34.79460454,,3262,29.8,-81.4
50201,8139,40.4,56619,28908,633,7.777368227,467,1791,1494,2002,34.79318735,,5754,42,-93.4
3442,1497,36.7,58750,27563,94,6.279225117,50,326,252,335,34.78712357,,963,43.02,-71.91
8067,1833,43.2,74219,32212,84,4.582651391,130,475,248,455,34.78593272,,1308,39.73,-75.42
62948,12888,38.3,39502,22206,1964,15.238982,961,2198,2633,3089,34.78211913,,8881,37.82,-89.03
48428,4920,44.3,70281,29697,357,7.256097561,150,1036,991,1161,34.78130617,,3338,42.94,-83.15
38060,9979,37,60656,30666,747,7.485720012,659,2210,1776,2477,34.7795563,,7122,35.22,-89.5
55719,5931,44.8,37139,22547,862,14.53380543,284,1407,987,1428,34.77837311,,4106,47.6,-92.9
58538,2735,25,37375,15512,1117,40.84095064,221,320,350,475,34.77306003,,1366,46.1,-100.7
82001,36161,33.4,48750,25943,4097,11.32988579,1274,6630,7421,8169,34.77057972,,23494,41.14,-104.79
43460,6334,39.2,49888,26882,505,7.972844964,276,1308,1219,1494,34.7684431,,4297,41.6,-83.56
61440,752,40.2,47813,21135,78,10.37234043,28,180,126,178,34.765625,,512,40.32,-90.6
44804,1097,38.2,60625,29494,80,7.292616226,49,340,97,259,34.76510067,,745,41.12,-83.54
18643,12555,45.1,50817,28992,1619,12.89526085,792,3237,2072,3251,34.76261762,,9352,41.37,-75.84
4612,639,36,39097,31882,139,21.75273865,53,101,105,138,34.76070529,,397,44.25,-68.38
12410,672,48.4,60469,30867,42,6.25,46,244,76,195,34.75935829,,561,42.1,-74.5
92082,20559,40.5,81835,30420,1603,7.797071842,2260,2983,3686,4757,34.75814701,,13686,33.3,-117
84405,31452,31.9,55289,25306,3002,9.54470304,1231,5479,5585,6550,34.75723003,,18845,41.16,-111.96
20636,10349,41.6,102500,41822,209,2.019518794,607,2174,1940,2515,34.7567717,,7236,38.35,-76.57
67864,2217,40.8,54650,23008,133,5.99909788,148,417,383,505,34.75567791,,1453,37.2,-100.3
14094,50807,41.2,49849,26124,6634,13.05725589,3525,12580,6900,12254,34.75424714,,35259,43.2,-78.7
47022,3288,38.5,74500,28915,72,2.189781022,184,856,370,751,34.75242943,,2161,39.21,-84.95
45014,44172,38.8,56054,28561,3418,7.737933533,2635,10132,7207,10634,34.74255097,,30608,39.3,-84.6
10517,622,31.4,90200,31859,0,0,31,126,121,148,34.74178404,,426,41.297,-73.864
67736,291,47.2,51838,28198,48,16.49484536,5,83,51,74,34.74178404,,213,38.8,-100.5
96096,842,51.1,56250,27263,164,19.47743468,65,129,223,222,34.74178404,,639,40.7,-121.8
26587,447,43.8,65556,22260,27,6.040268456,17,129,55,107,34.74025974,,308,39.522,-80.301
46311,21917,40.8,76034,33877,834,3.805265319,1111,5088,3650,5243,34.74025974,,15092,41.46,-87.5
50461,5786,44.5,51100,24952,425,7.345316281,314,1712,619,1408,34.73969899,,4053,43.3,-92.8
58267,1345,43.6,50833,25549,83,6.171003717,78,314,196,313,34.73917869,,901,47.8,-97.6
18618,3769,46.7,59798,30699,346,9.180153887,302,1045,481,973,34.73759372,,2801,41.38,-76.04
67357,12832,40.3,40610,20616,2071,16.13933915,908,2397,2219,2940,34.73534972,,8464,37.3,-95.3
8361,18006,43,71984,32072,1994,11.07408642,2025,3994,2170,4358,34.73340241,,12547,39.45,-74.96
60008,22302,36.2,59172,29141,2475,11.0976594,2307,4041,3647,5319,34.73292412,,15314,42.08,-88.03
32277,28884,34.9,44283,21981,4159,14.39897521,1543,5889,4411,6302,34.73133095,,18145,30.37,-81.58
73727,197,50.2,77411,39203,0,0,12,69,28,58,34.73053892,,167,36.5,-98
32205,29730,36.6,41444,25374,6873,23.11806256,2566,5510,5251,7091,34.72916054,,20418,30.3,-81.73
22832,1293,44.5,56169,27402,125,9.667440062,140,367,102,324,34.7266881,,933,38.45,-78.75
12857,497,46.5,47411,23691,107,21.52917505,55,125,70,133,34.72584856,,383,43.8,-73.9
77065,37344,33.4,54091,29454,4569,12.23489717,2933,5860,6405,8085,34.72490658,,23283,29.92,-95.61
97443,2404,35.8,49348,21843,329,13.68552413,89,411,442,501,34.71933472,,1443,43.3,-122.6
16263,458,27.8,66167,28400,22,4.80349345,0,135,38,92,34.71698113,,265,40.78,-79.29
62268,822,46.9,67159,31632,64,7.785888078,34,187,142,193,34.71223022,,556,38.3,-89.5
3237,2155,50.6,67969,32932,185,8.584686775,126,414,504,555,34.70919325,,1599,43.4,-71.4
60453,56820,41.3,57381,28489,5114,9.000351989,4656,12562,8817,13839,34.7068265,,39874,41.71,-87.76
10973,2789,41.6,83636,32251,138,4.948010039,181,592,384,615,34.70654628,,1772,41.39,-74.48
28692,3593,48.7,46667,28230,447,12.44085722,338,710,617,885,34.70588235,,2550,36.3,-81.8
55092,11462,39.1,75095,30785,658,5.740708428,303,2575,2134,2664,34.70557582,,7676,45.3,-93.1
61616,6080,40.7,43486,30884,698,11.48026316,333,1312,1247,1537,34.70309325,,4429,40.75,-89.57
11236,97217,37.1,61061,24394,12756,13.12116194,9871,19202,12863,22285,34.70048738,,64221,40.64,-73.9
62465,1023,39.2,58625,24934,108,10.55718475,44,305,146,263,34.69656992,,758,39.39,-88.64
6615,17934,41.4,52593,30841,1937,10.80071373,1819,4330,2061,4362,34.69615017,,12572,41.17,-73.14
67455,1942,44.8,41645,23618,265,13.64572606,119,444,348,484,34.6953405,,1395,39,-98.1
48434,63,62.5,35000,21956,9,14.28571429,9,14,9,17,34.69387755,,49,43.662,-82.609
56748,795,34.9,49605,22723,150,18.86792453,60,190,102,187,34.69387755,,539,47.9,-95.9
76650,68,60.2,37500,21765,6,8.823529412,2,14,16,17,34.69387755,,49,32.02,-96.91
89183,38800,30.8,62079,26031,3320,8.556701031,2550,6632,6724,8450,34.69370997,,24356,35.99,-115.15
6096,12531,42.4,66583,35933,983,7.844545527,912,3227,1900,3208,34.69233265,,9247,41.93,-72.65
32713,19506,48.3,54098,26927,1262,6.469804163,1561,4336,3828,5166,34.6920959,,14891,28.88,-81.32
1376,5513,41.9,39792,24108,1308,23.72573916,502,1176,905,1372,34.69026549,,3955,42.59,-72.54
46322,23544,41.9,61353,29560,1333,5.661739721,1348,5673,3908,5805,34.68985299,,16734,41.55,-87.46
28617,2562,36.2,43021,21044,606,23.65339578,274,490,296,563,34.68884781,,1623,36.49,-81.38
33759,17294,41.8,43597,26383,2091,12.09089858,1297,4265,2461,4261,34.68739824,,12284,27.98,-82.69
68981,248,48.6,55417,30732,0,0,21,61,31,60,34.68208092,,173,40.31,-98.9
73027,1406,40.6,48000,20899,204,14.50924609,73,278,263,326,34.68085106,,940,36,-97.3
53184,4277,38.6,53361,25296,575,13.44400281,326,931,553,961,34.68062071,,2771,42.54,-88.59
99323,3516,40.4,69725,27997,252,7.167235495,238,599,666,798,34.68057366,,2301,46.2,-118.9
32569,10869,44.6,51695,32825,821,7.553592787,832,2211,2227,2798,34.68021815,,8068,30.46,-86.72
80501,40760,34.3,45799,23283,8443,20.71393523,5115,6164,6011,9179,34.67830292,,26469,40.17,-105.09
12139,141,54.4,44063,29287,8,5.673758865,7,40,34,43,34.67741935,,124,43.3,-74.6
12766,477,51.1,56818,26690,9,1.886792453,34,178,31,129,34.67741935,,372,41.82,-74.98
60129,184,44.9,73750,32883,0,0,5,31,45,43,34.67741935,,124,42.04,-88.96
39531,17668,34.3,37639,22437,3860,21.84740774,1499,2973,3060,3998,34.67476149,,11530,30.4,-88.96
30135,61298,35.9,60035,25697,8245,13.45068355,4084,11444,9999,13548,34.67178503,,39075,33.7,-84.7
10039,26577,33.3,33595,19675,7664,28.83696429,3849,4031,3057,5804,34.66937459,,16741,40.83,-73.94
83864,17942,45.1,43041,24969,2273,12.66859882,805,3758,3635,4350,34.66687918,,12548,48.4,-116.4
45860,2094,31,70958,24602,19,0.907354346,58,564,130,399,34.66550825,,1151,40.4,-84.52
11225,59182,33.8,42922,22519,13137,22.19762766,6558,11220,7564,13440,34.65525244,,38782,40.66,-73.96
38569,328,42.5,34830,31573,54,16.46341463,34,90,25,79,34.64912281,,228,36.12,-85.85
50518,414,34.4,70313,32730,12,2.898550725,12,104,50,88,34.64566929,,254,42.52,-94.38
84081,43978,25.9,72987,21135,3771,8.574741916,2256,5588,6848,7788,34.64412811,,22480,40.6,-112.04
58652,994,45.3,47417,27934,128,12.87726358,96,236,151,256,34.64140731,,739,46.9,-102.3
15658,8704,50.1,50329,28771,624,7.169117647,610,2685,1188,2376,34.64061817,,6859,40.2,-79.2
95503,24899,41.6,47537,26536,4450,17.8722037,1828,4592,5047,6077,34.63862289,,17544,40.7,-124.1
46214,24240,34.6,41095,22550,3026,12.48349835,2000,4316,4051,5494,34.63842128,,15861,39.79,-86.29
48367,4637,44.4,73250,32599,475,10.24369204,323,946,788,1090,34.63616142,,3147,42.84,-83.14
14843,12919,40.3,40638,22707,2179,16.86663054,907,3229,1571,3024,34.63520788,,8731,42.3,-77.6
58474,2657,42.8,49851,26155,226,8.505833647,230,646,349,649,34.63180363,,1874,46.1,-98.1
14839,750,38.4,48667,19427,49,6.533333333,37,200,82,169,34.63114754,,488,42.1,-77.6
5448,1129,45.7,65263,34974,68,6.023029229,70,359,109,285,34.62940462,,823,44.8,-72.9
3461,5950,26.3,61875,25058,802,13.4789916,246,1143,669,1090,34.62515883,,3148,42.75,-72.01
60072,976,40.5,80625,28364,188,19.26229508,23,211,138,197,34.62214411,,569,42.41,-88.31
62410,942,38.6,55302,21846,97,10.29723992,65,212,146,224,34.62132921,,647,38.52,-87.74
48357,8649,40.5,71979,30024,971,11.22673141,539,1865,1415,2022,34.61736004,,5841,42.65,-83.64
4285,463,54.5,45000,22027,19,4.103671706,26,166,63,135,34.61538462,,390,44.7,-70.6
4642,52,61.8,68750,41417,7,13.46153846,0,30,4,18,34.61538462,,52,44.34,-68.79
16750,336,45.4,43750,21296,70,20.83333333,11,106,36,81,34.61538462,,234,41.88,-78.32
28628,320,38.8,38611,19315,24,7.5,36,31,69,72,34.61538462,,208,35.8,-81.7
38542,26,49.4,0,16746,8,30.76923077,0,17,0,9,34.61538462,,26,36.32,-85.21
68380,93,35.1,36875,17672,17,18.27956989,6,23,5,18,34.61538462,,52,40.22,-96.39
79358,1112,37.2,50809,20009,65,5.845323741,117,195,147,243,34.61538462,,702,33.4,-102.2
80530,3515,38.1,59721,27549,157,4.466571835,215,714,635,828,34.61538462,,2392,40.1,-104.92
97819,26,64.7,76250,36900,0,0,5,0,12,9,34.61538462,,26,44.5,-117.7
45761,1973,34.7,43281,18423,342,17.33400912,184,439,246,460,34.61249059,,1329,39.41,-82.09
90601,33145,36.2,69375,28598,3762,11.35012822,3608,5269,5510,7614,34.60751784,,22001,34.01,-118.03
84746,1504,31.7,68194,24260,93,6.183510638,33,318,284,336,34.60350154,,971,37.24,-113.36
34997,41169,48,50716,30064,4816,11.69812237,3516,9253,7500,10725,34.60347164,,30994,27.1,-80.3
98282,15456,50.7,65601,32782,862,5.577122153,654,3228,3727,4026,34.60249248,,11635,48.2,-122.4
33309,35279,37.2,45968,22082,6327,17.93418181,4322,6553,5022,8411,34.60177719,,24308,26.19,-80.17
60714,30111,48.2,46725,26321,3304,10.97273422,3819,7149,4156,8002,34.60174695,,23126,42.03,-87.81
61072,11475,41.2,74668,30543,607,5.289760349,432,2832,1930,2748,34.60085621,,7942,42.4,-89.1
98815,7105,42.5,56098,28048,796,11.2033779,810,1358,1017,1685,34.59958932,,4870,47.5,-120.5
96717,5232,30.9,61094,21485,1070,20.45107034,265,1017,750,1075,34.59929192,,3107,21.57,-157.92
84721,21556,26.4,42334,17594,4915,22.80107627,1285,2874,3106,3843,34.59668707,,11108,37.7,-113
983,41590,36.8,27125,13949,12863,30.92810772,5246,7345,5458,9547,34.59559356,,27596,18.36,-65.97
68418,1054,43.5,57083,25108,42,3.984819734,32,266,188,257,34.58950202,,743,40.7,-96.4
58649,408,48.1,42955,26694,71,17.40196078,24,116,51,101,34.5890411,,292,46.1,-102.9
49246,3345,47.2,70611,33774,87,2.600896861,100,841,659,846,34.58708095,,2446,42.11,-84.51
28778,10697,38.4,38589,19719,1925,17.99569973,995,2101,1472,2415,34.58398969,,6983,35.63,-82.4
51365,436,34.1,56250,24950,58,13.30275229,10,67,80,83,34.58333333,,240,43.31,-94.74
39737,439,51.2,55938,21559,25,5.69476082,14,152,44,111,34.57943925,,321,33.66,-89.33
10469,71843,36.2,57776,22960,9246,12.86972983,9189,12243,9073,16123,34.577936,,46628,40.87,-73.85
68005,24163,34.2,53794,25101,3381,13.99246782,1209,4258,4752,5401,34.57746479,,15620,41.14,-95.89
96760,2424,43.7,35577,18653,606,25,208,339,577,594,34.57508731,,1718,19.58,-155.06
14867,5722,35.7,49464,23865,710,12.40824886,567,1182,713,1301,34.57347861,,3763,42.3,-76.6
67743,119,33.9,46806,17896,0,0,16,27,10,28,34.56790123,,81,39.4,-101.2
29687,42351,38.5,49773,23904,6320,14.92290619,3987,8323,6791,10090,34.56544825,,29191,35,-82.3
50126,6770,43.5,46986,25843,459,6.779911374,384,1462,1219,1619,34.56447481,,4684,42.5,-93.2
59824,1718,36.9,40750,18543,370,21.53667055,157,296,238,365,34.56439394,,1056,47.4,-114.1
38804,17754,38.7,43935,23542,3041,17.12853441,1727,3360,2798,4165,34.56431535,,12050,34.3,-88.7
4841,7273,46.9,37549,22601,1059,14.56070397,511,2077,947,1867,34.5612736,,5402,44.13,-69.13
1830,25687,39,55255,29567,3609,14.04990851,2965,5450,3400,6240,34.56106342,,18055,42.8,-71.06
56484,3315,48.4,48068,26359,840,25.33936652,175,800,589,826,34.56066946,,2390,47.1,-94.4
12192,2145,42.8,55167,28234,212,9.883449883,81,675,204,507,34.5603272,,1467,42.41,-73.83
4345,11565,42.9,50886,26121,1547,13.37656723,526,2960,2017,2906,34.55821144,,8409,44.2,-69.8
23022,1418,29.6,50368,21542,213,15.02115656,98,165,254,273,34.55696203,,790,37.74,-78.24
67114,21695,39.7,47973,23718,3211,14.80064531,1567,4536,3444,5041,34.55579929,,14588,38.1,-97.2
33947,8183,63.5,46974,26574,740,9.043138213,487,2686,1397,2413,34.5553487,,6983,26.89,-82.27
22938,1609,47.7,57199,24669,206,12.80298322,234,223,348,425,34.55284553,,1230,37.9,-78.8
59259,338,49.1,43393,33646,35,10.35502959,13,96,52,85,34.55284553,,246,47.6,-105.1
10030,28472,34,31925,23992,7954,27.93621804,4452,4747,3485,6695,34.54770628,,19379,40.818,-73.943
57547,231,38.8,85385,36025,0,0,0,32,76,57,34.54545455,,165,43.6,-101.4
14555,1229,54.9,57500,30559,139,11.31000814,80,338,213,333,34.54356846,,964,43.26,-76.98
40510,2193,33.1,111786,32655,190,8.663930689,388,403,238,543,34.54198473,,1572,38.07,-84.59
50516,576,46.7,54833,24504,27,4.6875,33,159,79,143,34.5410628,,414,42.62,-94.14
94560,43139,37.3,85847,31056,3310,7.672871416,3416,9775,6358,10315,34.53991428,,29864,37.52,-122.05
34772,23642,36.5,56219,22836,1930,8.163437949,1332,5419,3147,5222,34.53703704,,15120,28.2,-81.3
1201,45887,43.8,42633,26738,7518,16.38372524,3316,11477,6888,11438,34.53606691,,33119,42.5,-73.3
31793,9098,29.4,47607,19015,1286,14.13497472,1002,1416,856,1727,34.53309338,,5001,31.5,-83.6
72540,219,37.1,40469,18951,110,50.2283105,22,36,33,48,34.5323741,,139,35.93,-91.91
43504,1345,48.4,69263,31441,65,4.832713755,17,476,163,346,34.53093812,,1002,41.7,-83.84
82801,24412,41.5,51627,27524,2238,9.167622481,1071,4949,5021,5823,34.52917457,,16864,44.8,-106.9
3445,697,39.5,61875,28796,45,6.456241033,59,179,73,164,34.52631579,,475,43.01,-72.22
58445,129,36.1,43750,21556,18,13.95348837,6,30,19,29,34.52380952,,84,47.5,-98.8
19607,22062,41.8,53919,29906,1603,7.265887046,1633,5634,2856,5337,34.52134541,,15460,40.29,-75.95
47172,15645,37,61902,27998,984,6.289549377,1064,3501,2179,3555,34.51791436,,10299,38.4,-85.76
13438,4072,41.8,54514,25722,607,14.90667976,265,1049,492,952,34.5177665,,2758,43.3,-75.1
58650,420,48.7,61250,36944,51,12.14285714,38,85,80,107,34.51612903,,310,46.4,-102.6
75709,5392,40,53598,25320,959,17.78560831,304,1340,995,1391,34.51612903,,4030,32.3,-95.4
50840,607,44.7,40893,23636,82,13.50906096,55,144,78,146,34.51536643,,423,40.8,-94.5
97049,1696,50.8,57821,30576,89,5.247641509,11,311,566,468,34.51327434,,1356,45.4,-121.9
98134,856,42.9,43151,15981,437,51.05140187,174,147,125,235,34.50807636,,681,47.57,-122.34
23457,4548,44.8,85037,36508,203,4.46350044,335,716,1105,1136,34.50789793,,3292,36.6,-76
71758,330,55.3,50556,25394,19,5.757575758,61,72,53,98,34.50704225,,284,33.31,-92.91
58401,17220,42.8,49184,27241,1937,11.2485482,1513,4136,2228,4150,34.50569552,,12027,46.9,-98.7
78634,24306,31.8,73729,27564,1497,6.158973093,1089,4372,4603,5302,34.50475075,,15366,30.55,-97.55
60914,28923,33.5,63264,25892,3418,11.81758462,1578,5181,4716,6045,34.50342466,,17520,41.2,-87.9
59041,1786,50.8,43796,27163,161,9.014557671,122,464,310,472,34.50292398,,1368,45.5,-108.9
83436,334,37.2,36250,16887,42,12.5748503,28,64,58,79,34.49781659,,229,43.9,-111.5
45324,40356,31.1,43020,22763,9016,22.34116364,3084,7305,5323,8273,34.49239108,,23985,39.83,-84.01
97857,576,41.8,53750,24014,40,6.944444444,18,144,102,139,34.49131514,,403,45.46,-117.4
58346,635,49.8,46806,29024,58,9.133858268,36,159,107,159,34.49023861,,461,48.3,-99.4
62707,7783,43.4,69212,29837,663,8.518566106,484,1671,1507,1928,34.490161,,5590,39.9,-89.6
6062,17767,42.4,60630,32531,1175,6.613384364,1293,4501,2668,4455,34.48943253,,12917,41.67,-72.85
12508,19917,39.8,62792,29936,2488,12.49184114,1685,4775,2960,4959,34.4877947,,14379,41.49,-73.94
73093,2754,35.1,60536,26320,255,9.259259259,178,482,497,609,34.48471121,,1766,35.11,-97.48
53538,18671,41.5,55092,27378,2131,11.41342188,1178,4597,2763,4494,34.48434622,,13032,42.8,-88.9
84339,4700,30,59222,25115,380,8.085106383,202,721,804,909,34.48406677,,2636,41.6,-111.9
16624,235,35,46250,23332,29,12.34042553,7,74,14,50,34.48275862,,145,40.6,-78.6
52659,1523,36.6,45588,23204,290,19.04136573,147,287,212,340,34.48275862,,986,41.1,-91.4
56324,1220,40.9,59531,28109,61,5,54,292,186,280,34.48275862,,812,46.2,-95.9
54964,1052,44.8,64514,31192,90,8.55513308,77,305,114,261,34.47820343,,757,43.9,-88.7
83434,2020,29.9,53750,19605,238,11.78217822,123,370,252,392,34.47669305,,1137,43.8,-112
97216,16445,38.2,46097,21703,3440,20.91821222,2180,2874,2378,3910,34.47363781,,11342,45.51,-122.56
44671,274,54.5,38750,26245,0,0,15,72,67,81,34.46808511,,235,40.642,-81.368
28214,33696,34.6,53527,24580,5053,14.9958452,3037,5672,5705,7581,34.4669243,,21995,35.28,-80.96
45504,18252,37.2,45296,23561,3450,18.90203813,1380,3949,2224,3972,34.46420824,,11525,39.96,-83.88
68728,251,43.8,47917,20756,16,6.374501992,21,58,37,61,34.46327684,,177,42.35,-96.94
55971,3328,38,56393,24073,210,6.310096154,189,751,511,763,34.46251129,,2214,43.8,-91.8
75789,6998,43.4,59081,25856,1118,15.97599314,519,1474,1240,1700,34.46178796,,4933,32.1,-95.1
2136,29271,36.2,58890,27408,3008,10.27638277,2323,6485,3900,6682,34.4610624,,19390,42.25,-71.13
45152,11644,41.3,68166,31111,887,7.617657162,1144,2718,1446,2791,34.46104457,,8099,39.35,-84.11
62035,16163,43.5,58481,29189,1448,8.958732908,926,3325,3235,3936,34.45981439,,11422,38.96,-90.23
56244,1414,31.7,51806,24871,120,8.486562942,82,267,233,306,34.45945946,,888,45.5,-95.7
97850,17095,36.8,40951,23033,3557,20.80725358,949,3516,2753,3795,34.4592754,,11013,45.2,-118.3
98205,11845,34.5,72463,29637,949,8.011819333,893,2351,1987,2750,34.45683498,,7981,48,-122.13
44302,6119,36.1,25500,17517,2538,41.47736558,640,874,1151,1401,34.45646827,,4066,41.09,-81.54
1071,1401,44.5,75363,33090,29,2.069950036,51,429,201,358,34.45620789,,1039,42.17,-72.85
68346,551,43.2,58869,27520,28,5.081669691,29,162,62,133,34.45595855,,386,40.7,-96
51351,4521,47.6,50493,28811,421,9.312099093,215,1237,787,1177,34.45550351,,3416,43.3,-95.2
49460,8473,38.5,65230,26379,608,7.175734687,587,1750,1363,1945,34.45527015,,5645,42.93,-86.12
23181,5618,39.7,63288,26601,409,7.280170879,315,1184,1016,1322,34.45400052,,3837,37.6,-76.9
83250,1290,49.4,52109,20347,127,9.84496124,104,367,153,328,34.45378151,,952,42.7,-112.2
33334,28709,39.6,48025,28940,4162,14.497196,3111,5607,4991,7206,34.45374133,,20915,26.18,-80.13
95501,23704,37,37600,21122,4968,20.95848802,1886,4160,4742,5670,34.45133066,,16458,40.8,-124.14
