Zip Code,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Total No HS Diploma,Total HS Diploma,Total Some College,Total College Degrees,Degree Rate,Average Student Debt,Total educational attainment over 25,Lat,Lng
20506,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20510,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20520,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20535,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20540,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20551,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20553,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20560,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20565,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20566,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20593,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.904,-77.032
20742,8583,19.3,0,2394,0,0,0,0,0,0,#DIV/0!,,0,38.99,-76.94
21031,32,0,0,,32,100,0,0,0,0,#DIV/0!,,0,39.488,-76.657
21240,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.17,-76.67
21251,769,19.6,0,1390,0,0,0,0,0,0,#DIV/0!,,0,39.346,-76.584
21717,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.337,-77.426
21781,74,19.5,0,9842,1,1.351351351,0,0,0,0,#DIV/0!,,0,39.55,-77.76
22035,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.856,-77.362
22185,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.9,-77.25
22509,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.11,-77.07
22845,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.79,-78.83
23187,155,21.2,0,3849,0,0,0,0,0,0,#DIV/0!,,0,37.2,-76.7
23250,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.51,-77.33
24130,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.618,-79.985
24570,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.35,-79.44
24581,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.64,-78.82
25112,89,19.4,0,2600,0,0,0,0,0,0,#DIV/0!,,0,38.38,-81.75
25183,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.9,-81.9
25305,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.338,-81.613
26586,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.525,-80.109
28017,691,20,0,2071,0,0,0,0,0,0,#DIV/0!,,0,35.2,-81.6
28019,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.4,-81.8
28244,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.23,-80.84
28280,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.23,-80.84
28282,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.23,-80.84
28672,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,36.49,-81.33
28749,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.7,-82.1
29147,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,34.1,-81.1
29423,555,19.6,0,3202,0,0,0,0,0,0,#DIV/0!,,0,32.781,-79.932
29424,339,19.5,0,2515,0,0,0,0,0,0,#DIV/0!,,0,32.783,-79.937
29912,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,32.57,-80.93
30164,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,34.3,-85.2
30275,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,33.4,-84.9
30334,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,33.749,-84.387
30475,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,32.2,-82.4
30581,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,34.8,-83.4
30726,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,34.976,-85.141
31039,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,32.596,-84.382
31207,1277,19.5,0,349,0,0,0,0,0,0,#DIV/0!,,0,32.829,-83.651
31213,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,32.82,-83.62
31304,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,31.5,-81.33
31524,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,31.1,-81.5
32399,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,30.43,-84.26
33101,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,25.729,-80.237
33122,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,25.8,-80.32
34101,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,26.139,-81.796
34445,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,28.93,-82.37
35082,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,33.1,-86.1
35615,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,34.66,-86.97
36512,24,0,0,,24,100,0,0,0,0,#DIV/0!,,0,31.1,-88
36590,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,30.554,-88.179
36616,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,30.686,-88.053
36849,3204,19.3,0,4641,0,0,0,0,0,0,#DIV/0!,,0,32.6,-85.49
37243,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,36.165,-86.783
37246,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,36.17,-86.77
38029,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.24,-89.84
38131,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.064,-89.993
38132,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.07,-90
38365,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,35.07,-88.28
38505,1753,19.4,0,324,0,0,0,0,0,0,#DIV/0!,,0,36.177,-85.504
38702,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,33.2,-91
39167,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,32.1,-90.1
39269,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,32.29,-90.18
39760,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,33.4,-88.8
40231,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.25,-85.75
40339,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.9435,-84.6376
40363,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.5,-84.8
40448,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.4,-84.8
41397,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.67,-83.7
41713,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.3,-83.2
42037,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.16,-88.184
42322,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.6,-87.3
42370,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,37.449,-86.741
43117,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.8,-83.1
43336,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,40.31,-83.58
43523,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.31,-84.02
43967,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,40,-81
43970,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,40.47,-80.94
44265,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41,-81.2
44652,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,40.89,-81.32
45041,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.214,-84.705
45145,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.1,-84
45642,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39,-83.1
45787,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.4654,-81.6343
46771,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.7,-85.4
46922,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.136,-86.417
47104,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.55,-85.42
47437,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.71,-86.66
47458,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,39.0701,-86.5081
47536,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,38.1111,-86.8354
47907,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,40.42,-86.92
48143,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.5,-83.9
48233,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.332,-83.048
48242,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.22,-83.36
48243,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.329,-83.04
48397,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.51,-83.01
48551,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,43.01,-83.8
48553,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,43.01,-83.8
48554,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,43.01,-83.8
48667,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,43.6,-84.3
48710,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,43.5147,-83.9618
48921,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.72,-84.64
50011,1913,19,0,5994,0,0,0,0,0,0,#DIV/0!,,0,42.03,-93.64
50127,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.75,-93.17
50319,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.58,-93.62
53501,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,42.7,-89.1
53792,9,0,0,,0,0,0,0,0,0,#DIV/0!,,0,43.07,-89.38
54641,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,44.16,-90.25
55111,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,44.88,-93.2
55155,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,44.93,-93.12
55905,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,44,-92.4
56658,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,48.0927,-93.9404
57776,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,45.6,-103.5
58405,342,19.9,0,5637,0,0,0,0,0,0,#DIV/0!,,0,46.914,-98.7
58505,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,46.819,-100.781
58702,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,48.1,-101.3
60519,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.79,-88.27
60557,0,0,0,0,0,,0,0,0,0,#DIV/0!,,0,41.4,-88.9
